tweet,label,Stance_number
"@user https://t.co/25EMkIpTDM Jan 10 Bennett on a call with Graham, China’s viral outbreak came up. That weekend the Chinese govt posted the viral sequence. Moderna’s scientists went to work on a COVID-19 vaccine. It was January 13. Donald was in New Orleans, at a football game.",Neutral,2
"@user ...There is virtual silence on the success of President DJT’s Operation Warp Speed to accelerate the testing of a COVID-19 vaccine. Interestingly, Biden and the media have no explanation as to why is there an uptick in coronavirus cases when most Americans are wearing masks...",Neutral,2
Ep. 147: Headline Hotdish for this week is up! Listen Here: https://t.co/gs3utcbAyc ActBlue - Trump trashes Tony - 8 Million slip into poverty - No Covid Vaccine before Election - Herd Immunity - Europe & Covid - Malarky Factory - New Zealand Election - Babylon Bee - and SGN!,Neutral,2
Possibly but the market does not seem to believe it as much as for US vaccines...@user https://t.co/F1wxJQrpEI,AntiVax,0
@user Survival rate for #COVID19 is 99.87% according to @user - personally I’ll take my chances with the virus! Vaccines take years to develop and test - they have no idea what the long term effects of this could be. Note - I’ve taken plenty of other vaccines in my life!,AntiVax,0
Please god let this be the light at the end of the tunnel 🙏🏻 PLEASE can we live normally again in 2021 💫 #vaccine https://t.co/9FFEFNdUB6,ProVax,1
This is a great approach for speaking about #CovidVaccine hesitancy! #IDTwitter #MedTwitter,Neutral,2
"PMO India We are deeply indebted to our PM who is so dedicated and monitoring reg covid vaccine for his country. We all wish him long, safe and healthy life to do so many things for people. Stay blessed sir",ProVax,1
"🔴BREAKING🔴 Pfizer will seek regulatory review within days for its coronavirus vaccine, which it says is 95% effective. Yes 95%. This is light at the end of the tunnel news. Until distribution - wear your fucking 😷 https://t.co/U4aeHZvcvT",ProVax,1
"#Corona #vaccine is our priority No 1. For that to happen quickly, #China has to tell all: Ravi Batra🇺🇸 - Welcome to The South Asian Times https://t.co/ob78NDLO4g",ProVax,1
People who got Pfizer’s coronavirus vaccine revealed the side effects you can expect https://t.co/39ZZC6xf9m,Neutral,2
@user 90% effective the vaccine according to reports...what’s in the other 10%? Speed? Meth? Animal cells? #coronavirus,AntiVax,0
"@user but the vaccine prevents you from getting COVID which prevents you from occupying a hospitals ICU bed. Those ICU's would be better served occupied by people hurt in a car accident, for example, that can survive. If you're there because you don't want to vaccinate then the car",ProVax,1
Will transparency by #Moderna via @user give you more confidence to get the #covid #vaccine sooner rather than later I'm still not sure I will. #trust but verify. https://t.co/vmlQdnXRqs,AntiVax,0
@user Mystery solved as to why CEO sold millions in company stock when Pfizer announced its vaccine. The solution that requires -1000C storage temperature is somewhat less practical than the one that only needs a fridge.,Neutral,2
Why does Pfizer need legal protection if the vaccine is safe?! #vaccineuk https://t.co/FfYnloEPJE,AntiVax,0
@user Not mutually exclusive... Maybe they can call half the batch that so the MAGAts will actually take it.,Neutral,2
"@user Well we have made progress. The fatality rate is dropping as we learn to treat an unknown virus and we have a vaccine on the way in record time. Look, I’ve lost people to Covid. I know it’s real. Trump didn’t handle it perfectly and the media was accurate with their reporting",ProVax,1
"Now, i really wanna see who patents the Covid 19's Vaccine this time? Maybe we would really know the Q's behind the mess that we see around today. @user know a few who already did recently? https://t.co/wLBeohB9Nz",AntiVax,0
"@user The moronic things you have to believe to follow your logic are a) Trump is a Pfizer virologist or b) no other president would fund research to stop a once in a century pandemic. Judging from Trump’s incompetence in meeting the challenge otherwise, I’m not convinced of either.",AntiVax,0
probably getting the covid vaccine next year just to see what happens to people who get it day 1,AntiVax,0
"Thanks, but no thanks! ""Pfizer and BioNTech say their vaccine is '95% effective' and has passed safety checks"". #Pfizer #Evidence #vaccines #Covid_19 #COVID19 #ToryCorruption #HydroxyChloroquine #LockdownChaos #lockdown2uk #lockdown https://t.co/Bsqp1L5izn",AntiVax,0
@user This is more about the people who aren't anti-vaxxers but a hesitant about a rushed COVID-19 vaccine.,Neutral,2
"BREAKING—Updated results from Pfizer said it’s #COVID19 vaccine is 95% effective (vs 90% in previous early results) and had no serious side effects. 94% effective in older adults. Of 170 cases, 162 in placebo. Of 10 severe, 9 in placebo. This is HUGE!! https://t.co/OSY2hakKF8",ProVax,1
Does anyone know how the government has come to the conclusion that Liverpool will be the the first City to trial the COVID 19 vaccine ? #NationalLockdown #Pfizervaccine #COVID19,Neutral,2
@user #Covidvaccines Heard today from a friend that her brother who is working on documentation of the Covid vaccines that they can’t get the antibodies to last more than 39 days. We would have to get a vaccine every month!!!!,Neutral,2
If that coronavirus vaccine makes me grow a new head but once I can get on a plane and get out of here if I have it then ✨ hook it up to my veins ✨,ProVax,1
"@user I’m unsure. I have autoimmune conditions so I want to find out how it would affect people like me. Eg, when I had the swine flu vaccine, my immune system flared up and I was sick for months. That said, it’s not certain how my immune system would react to getting #covid19 either",AntiVax,0
"Oklahoma could receive approximately 40,000 COVID-19 vaccines this month. The first vaccines will got to frontline health care workers and workers in nursing homes and long-term care facilities. Timeline for vaccines for the general public is still TBD https://t.co/MnUwsf3CeY",Neutral,2
"A vaccine that is 90% effective would allow us to easily achieve true herd immunity. Even if we had a worryingly significant number of anti-vaxx / anti-science lunatics in our society. Which is fortunate, because we do. #Pfizervaccine #Pfizer #COVID19 #coronavirus #ireland",ProVax,1
"@user Mr. President, you are one of the hardest working U.S. Presidents I've ever seen much RESPECT Sir; that said..I Will NOT be taking that Vaccine that unfortunately has ties to Gavi or Moderna that goes all the way up to BILL GATES who wants depopulation of humanity#medicalfreedom",AntiVax,0
@user Give it a rest and try to find a vaccine to help cure corona,ProVax,1
"""The new regime of #COVID19 vaccines is both unnecessary and risky. Readers should ignore the hype and do their own research. Take responsibility for your own health and welfare. Do not expect the media or public health officials to tell the truth. They won’t..."" https://t.co/dShjVuHHwP",AntiVax,0
Fauci apologises for ‘misunderstanding’ after suggesting UK rushed Covid vaccine approval https://t.co/JXEYWEut2k,Neutral,2
"@user That’s surprising you have said this Covid-19 is not a problem, I hope you stick to your guns and avoid getting the vaccine... you have caused so much misinformation and death. You are a walking sedition case!",ProVax,1
"Stability of #Moderna's #Covid19 vaccine could ease distribution challenges. The vaccine is stable for up to six months at a temperature of minus 20 degrees Celsius (-4 F), about home freezer levels, when shipped and stored. https://t.co/2Bw1hDcQZG #coldchain #modernavaccine",Neutral,2
🔥Covid-19 Immunity May Rely on a Microscopic Helper: T Cells 👉 https://t.co/5m7nk0d2PS #news #tech #computer #game #live #health #news #coronavirus #covid-19 #diseases #medicine #vaccines #web https://t.co/qHJwEO1dd0,Neutral,2
"@user No one has ever been able to create a vacinne for any coronavirus. No vaccine claimed by any pharma for this ""virus"" will ever work.",AntiVax,0
"@user #Makemoney #Moneysystem #Discovermoneysecret #Onlinebusiness #Businessopportunity #Homebusiness #Moderna #coronavirus #coronaviruskenya #Covid_19 #COVID19 #ramadan Watch your Haters Drown In Jealousy, Once You Discover The Secret https://t.co/sGBJX1NpNc",Neutral,2
"@user I'm still learning in this context. Can't blame anyone. But seriously if one has to choose between Corona vaccine and God, what would most choose? Shall we call the person choosing vaccine, greedy?",ProVax,1
FYI @user #Coronavirus vaccine didn't gave anything to do with you! Stop taking credit! https://t.co/NDMAef3PGX,Neutral,2
"Attn all Magats: Dr Redfeild of the CDC just announced that masks are, in fact, the best protection against Covid. Even better effecacy than any vaccine. Would he say that if Covid was a hoax??? Wear a damn mask people!!! #Dems4USA #Biden2020 #TheRealDonaldJTrump",AntiVax,0
It’s not a vaccine if it hasn’t cleared all trial phases! Russia looking for partnership with India to produce #Covidvaccine : RDIF CEO https://t.co/MPBmiQWoGL,Neutral,2
"Pfizer's late-stage coronavirus vaccine trial is near complete enrollment with 42,000 volunteers https://t.co/6Q0y2JwDfq #business #news https://t.co/8kvyepFALT",Neutral,2
"Archbishop Anthony Fisher of the Catholic Church has an ""ethical dilemma"" over Covid vaccine but is Patron of Dooley's, which stripped $511 million from pokies players over 10 years https://t.co/ESPganaCzz",Neutral,2
Many corona vaccines R DNA/RNA based & when taken manipulate DNA of the body. These vaccines R NEW technology & medical not explaining this well but keeping in ignorance! https://t.co/3FsgamRpQO,AntiVax,0
I really hope this is the vaccine we've all been waiting for and that it doesn't carry any long term risks. https://t.co/TNerx1hJj2,ProVax,1
You do know that they skipped animal testing because every previous coronavirus vaccine failed at that stage? https://t.co/n73TC629fg,AntiVax,0
Covid-19 vaccine research is also going to improve your yearly flu shot https://t.co/0YFe17lVbJ,Neutral,2
"Join the Movement #GlobalCall4Water Until there is a vaccine or treatment for #COVID19, there is no better cure than prevention. Water, sanitation & hand hygiene, together with physical distancing, are central to preventing the spread of COVID-19 @user https://t.co/Pt1NnDsgK6",ProVax,1
"@user It always is. THE TRUTH IS OUT THERE MAN! Tell me then. What’s wrong with the @user vaccine? Because if you had important information affecting the health of millions, you wouldn’t keep it to yourself would you?",ProVax,1
"Really big news. In the meantime keep eating the masks and social distancing. Covid-19 vaccine candidate is 90% effective, says manufacturer | Coronavirus | The Guardian https://t.co/2N87BctfUc",ProVax,1
Much-needed good news all week on the COVID vaccine front. https://t.co/QYR4THX8H2,ProVax,1
"Respecting the @user Chinese are still consuming the bats,rats,frogs,pigs wildlife animals at their open markets,kindly urge to chinese to stop eating it,until the CORONA virus vaccine is available,thank you. https://t.co/uw0OP1ayvc",ProVax,1
